CROSSING,FINISSHING,HEADING_ACCURACY,SHORT_PASSING,VOLLEYS,DRIBBLING,CURVE,FREE_KICK_ACCURACY,LONG_PASSING,BALL_CONTROL,ACCELERATION,SPRINT_SPEED,AGILITY,REACTION,BALANCE,SHOT_POWER,JUMPING,STAMINA,STRENGTH,LONG_SHOTS,AGGRESSION,INTERCEPTIONS,POSITIONING,VISION,PENALTIES,MARKING,STANDING_TACKLE,SLIDING_TACKLE,GK_DIVING,GK_HANDLING,GK_KICKING,GK_POSITIONING,GK_REFLEXES,y
43.02136,29.74168,74.62087,71.60382,30.07092,41.731663,34.424934,30.996126,71.62886,67.273315,55.044685,56.16148,54.206856,69.93718,53.595306,46.789936,67.76904,61.582756,74.9038,34.477123,78.5699,75.704,37.584057,65.8052,39.68703,72.94577,76.52044,74.177414,16.204842,5.056647,9.004607,9.265898,9.185815,0.0
52.967422,30.529913,59.80136,67.04325,34.72389,70.570076,49.268436,32.09089,63.60672,70.750565,68.002846,67.72494,66.04758,67.57685,58.616997,47.82943,61.7765,78.99069,70.34204,34.674923,76.62168,68.7584,60.405556,55.739372,40.456245,67.97724,65.08887,63.316708,11.418846,11.681382,10.302646,9.294735,9.6244135,0.0
54.655426,68.86878,44.395405,78.70341,68.626465,74.290016,71.6388,68.05987,73.810356,79.19066,63.662556,64.646324,76.87229,74.27052,71.68896,70.45728,63.125305,81.917656,59.280003,69.0346,79.22262,75.491455,74.28716,75.179794,65.50014,36.98431,74.069046,60.94906,5.294759,4.9789405,5.5982213,10.847863,7.349754,0.0
53.026203,37.153706,74.58851,67.56725,40.675617,72.25261,40.639523,31.158695,69.09617,67.39243,63.218987,64.284874,62.86182,67.17552,61.248905,54.805527,78.55358,69.97609,77.52941,44.26228,75.69659,73.694885,37.7058,45.485703,40.036507,72.94365,76.43329,74.213745,11.120222,8.843722,9.0113125,7.547642,9.381028,0.0
44.33928,46.26717,64.977875,62.522705,42.970573,61.95242,40.224747,34.92355,55.70102,61.058445,65.99923,70.19017,66.617966,66.399635,64.53568,51.861496,70.76155,69.43489,70.05384,63.50227,77.49267,48.009285,37.576073,45.227287,40.569252,66.28901,56.426964,61.672657,9.905169,8.749847,11.930941,13.117807,14.369475,0.0
58.819405,30.21093,76.3664,71.47843,49.603176,54.87828,46.63945,53.410618,71.96064,65.23386,62.95592,64.6043,57.814785,62.35548,78.35139,77.369896,77.96587,78.556305,80.32979,49.978016,79.357956,71.652794,68.74971,73.61869,62.2222,72.94503,76.53772,74.239746,7.6002584,18.042858,47.63924,14.977239,16.270931,0.0
46.73613,43.668854,76.604256,72.191895,63.536835,74.49092,60.45755,31.0101,71.96783,72.04632,66.67262,64.61296,72.56185,74.29558,78.16637,49.646873,78.8714,76.392166,80.327156,57.52635,76.928474,75.694855,37.592705,45.508057,39.711227,72.945786,76.56549,74.25601,9.178772,8.248483,13.509688,4.545919,8.824732,0.0
45.265255,58.91689,69.07361,78.58218,57.56619,67.04158,68.15301,51.67242,73.78824,74.35025,61.900024,60.985287,66.53853,69.66005,60.238853,53.56591,70.51588,81.950195,80.19923,68.03489,79.623215,75.640274,59.722755,74.60388,44.904133,72.63079,76.51783,73.97403,9.268853,6.9823356,6.390324,9.603455,5.825049,0.0
43.763718,30.117937,57.497383,58.479206,41.22019,64.210526,37.027164,33.2714,54.33994,62.12765,69.21245,74.718765,66.506516,64.64845,64.90138,52.471455,72.91437,71.03292,69.82771,34.624332,77.35348,52.775696,37.61454,47.585938,40.436565,57.779068,57.747833,62.817116,12.213336,11.408618,15.962775,15.136246,19.495691,0.0
51.276592,61.541492,69.212524,75.41878,49.94827,64.18699,44.674088,56.442326,69.61476,72.6699,56.2871,57.86766,67.96483,65.086914,58.68956,50.526447,67.4854,78.72045,72.11884,57.27079,79.485214,65.603584,57.873814,73.65964,44.780205,64.810715,69.94945,58.595345,4.4546633,6.4181933,9.551629,11.096925,7.965546,0.0
42.75798,51.64726,71.3009,62.430458,40.024982,55.38954,37.451397,31.232307,58.743626,61.63816,68.07855,70.23147,66.012085,67.37187,71.75207,48.557842,73.35225,67.42345,74.79353,63.01786,77.51786,62.834663,37.574577,45.078594,40.078777,72.869026,74.18085,73.2062,10.299582,7.4722724,12.9126625,11.451591,12.185085,0.0
57.75997,69.11981,64.809204,66.778564,68.75796,76.211136,71.378555,60.814865,51.078293,74.51258,75.030556,78.29457,74.82011,71.08349,77.937584,76.76399,78.86955,78.31776,76.06395,61.24648,67.21793,75.35685,73.84864,73.08788,58.237743,30.17778,34.330524,33.49496,7.552163,17.183544,47.639362,15.474159,22.478342,0.0
45.372257,31.890787,44.48187,68.88356,42.452282,66.23604,54.858887,34.096573,69.480965,69.691734,55.041767,56.1577,54.376366,67.20574,62.210773,51.52089,57.89964,56.728703,58.460644,45.384098,58.456867,72.3487,55.640545,67.36048,40.3838,40.06246,61.573704,52.05631,11.307849,7.5812945,8.255691,3.7157216,12.979551,0.0
56.25884,58.74265,59.53317,63.789547,55.650715,63.187115,54.058453,52.06593,58.266632,63.333637,69.85435,68.91194,69.897514,63.845234,63.154087,52.340313,67.30192,79.04298,71.48124,56.758144,76.264534,59.417755,61.18068,55.17237,44.67073,57.993027,57.193775,55.476173,7.005974,9.903762,11.253477,10.24161,12.25926,0.0
59.50961,65.92125,51.099083,78.23809,62.030792,71.06556,62.6163,65.586624,72.50903,77.81632,70.26303,68.11432,73.26517,68.07376,57.075478,51.9115,58.49396,82.036964,71.76,61.449387,79.64812,74.62695,71.26105,73.03074,57.615505,56.72103,74.51468,52.397297,4.3506603,3.8425431,9.156398,9.886704,6.260446,0.0
57.42873,35.7601,58.94685,58.733147,42.50554,61.08296,40.5796,32.584835,55.701138,61.963413,69.112625,72.58737,67.76408,66.07751,58.065845,51.52729,59.97576,71.33914,70.59834,36.69738,67.16089,61.49905,49.58873,51.236755,41.756847,62.18905,56.979435,62.291023,12.241851,12.862649,13.65028,10.327065,14.420204,0.0
51.43255,53.635727,54.96366,65.68846,60.46383,69.59296,46.33769,52.51791,58.88174,65.210304,64.08346,66.26113,71.0984,60.067863,58.21359,53.13008,69.238976,69.34813,62.98259,46.369354,72.40065,57.695953,59.06999,53.378693,44.101944,51.414616,56.516228,53.56467,5.1820183,10.258333,12.695178,9.704158,12.729071,0.0
56.040146,58.66063,44.872265,66.52443,66.625656,70.345436,61.83345,58.57494,60.180016,71.38208,73.59094,73.13606,74.147705,65.38607,72.85515,58.068127,57.908203,74.68132,58.555336,52.372917,59.384315,59.879276,62.32655,63.136536,54.129433,48.60199,56.154514,49.692875,6.8930206,10.214998,10.756553,9.83138,9.564308,0.0
54.240326,40.558968,76.22902,72.92432,31.621061,43.81234,36.7378,31.303766,68.37802,67.53629,55.041767,56.1577,54.747753,70.39724,61.844578,47.239227,77.92144,59.10768,78.555046,40.89258,79.41494,75.37285,37.61165,48.434967,40.088444,72.94546,76.48469,74.146545,12.568733,6.1304116,13.957518,9.652187,9.419206,0.0
53.25574,69.36796,44.86117,67.48479,68.77859,70.8031,66.974,58.29511,50.89791,73.39912,76.2301,78.117935,78.16464,75.93263,60.596054,65.22301,57.898373,76.02488,80.118805,70.33428,48.56573,37.278465,74.549034,72.40659,58.25156,28.5986,32.136696,29.451176,14.471227,11.492521,6.296101,8.220583,4.683862,0.0
43.2919,67.44407,71.642586,59.10042,57.544586,59.002655,42.953857,36.336372,46.57116,62.882126,55.042732,56.15866,53.992977,63.4664,67.80962,63.73904,75.12442,57.72036,79.539154,55.50069,50.19191,37.485962,66.9311,65.280914,47.32166,28.624542,32.38675,29.460556,9.714133,8.624975,17.017548,8.298157,10.322969,0.0
49.78056,43.906517,75.68812,68.57939,48.009815,61.745403,55.82887,43.77687,68.26022,64.65287,68.74073,70.19436,61.74373,60.739094,56.66659,57.355656,78.712425,66.5409,80.18004,59.016567,70.49413,57.93208,38.347797,45.411667,42.576157,72.847786,73.33231,73.821785,11.956773,11.993897,11.011652,8.694269,9.699739,0.0
42.449738,69.36983,76.38493,72.04909,68.787735,71.758995,72.33204,67.16779,45.420216,77.89216,64.73205,78.4191,70.51182,77.56018,55.70037,79.11986,78.17786,57.895367,80.38872,73.14167,57.20489,37.278164,76.214516,75.22644,71.98003,28.59855,32.136513,29.451157,24.731405,17.881983,1.3865075,5.3397794,3.6243749,0.0
43.770832,48.725674,56.56916,59.34618,64.84085,62.653706,38.113617,43.899357,46.080975,60.98463,56.59671,56.503357,59.077408,60.218693,60.61328,52.18303,69.27452,57.49541,58.442226,47.61094,48.40919,37.27919,61.378567,69.56888,43.71143,28.59914,32.140125,29.451246,7.660667,9.03609,14.690522,9.167723,8.135234,0.0
56.011948,31.891361,63.349377,74.78078,55.531925,75.41889,53.632248,51.77862,72.77683,75.48511,63.207973,64.549095,71.5219,66.627075,68.530205,66.88549,78.14673,81.65219,79.728485,35.491695,79.37871,75.36278,73.64948,68.99653,70.49164,72.93554,76.50273,74.18104,5.651224,15.866225,47.639584,20.872543,17.321375,0.0
60.438408,43.45313,65.417404,60.812477,62.8755,68.103134,54.40855,42.70204,59.57847,63.06758,68.26793,71.29725,63.615433,62.89076,65.77754,61.410797,69.77414,70.946075,72.36001,44.73702,70.91029,64.101456,56.851143,60.90917,57.266468,68.18535,67.83216,69.47588,12.237975,11.476697,12.680476,11.703095,11.91616,0.0
58.011425,30.596556,65.48289,76.4563,40.32771,75.62843,44.162426,33.519627,72.66989,77.57403,64.09073,65.706055,64.94362,67.02605,73.27337,65.73725,75.392815,81.11201,79.45152,34.862465,79.61335,75.67753,56.29255,74.06584,61.595436,72.945496,76.56337,74.24452,8.59015,10.622867,20.329008,11.654033,7.3484273,0.0
50.305706,51.740604,53.881123,61.97865,60.89888,63.681385,47.8198,40.113445,56.06662,60.720898,65.48521,70.128944,66.4524,60.053753,60.26951,55.481083,64.29136,64.87006,63.631023,46.06293,69.490585,55.75275,58.87014,54.886086,46.688873,49.915913,55.11763,54.813103,9.548123,11.366008,14.3611,10.720554,14.455179,0.0
56.831806,49.114017,57.520195,60.430866,61.129288,72.2194,47.15967,39.527237,55.927185,63.828438,68.40712,75.11289,69.70345,63.764538,62.13829,58.717693,64.46679,75.31263,68.963264,43.833385,77.34877,58.85864,59.318832,56.722824,45.90375,51.287636,60.78092,60.247414,7.585496,11.102436,11.367904,10.065492,14.579499,0.0
53.292503,48.88479,67.759224,75.62606,47.059834,72.759254,63.681976,39.19968,70.19277,72.99934,55.041767,56.1577,63.60315,70.70829,63.33674,56.097206,77.08739,63.33119,73.46801,50.78214,77.53959,70.29425,63.672607,55.470203,41.310772,61.832367,56.500534,58.342354,9.379713,6.510078,14.188943,9.74864,12.304098,0.0
42.268787,69.362114,60.936947,54.9105,68.75474,71.53875,60.08126,60.48359,45.316128,62.285614,79.143234,77.55762,76.72031,61.86109,74.917305,67.179504,78.87144,66.2602,59.076168,64.199844,48.468506,37.278164,70.32122,65.4551,45.743553,28.59855,32.136513,29.451157,7.543386,13.455887,17.849586,10.141309,10.254857,0.0
55.47935,49.40057,67.21569,63.41092,42.48839,66.12404,37.433243,31.1106,60.686363,66.15026,66.61244,69.54313,67.34781,68.32416,61.964386,48.2537,69.62289,77.274635,72.89447,56.24005,77.74163,74.13488,40.191246,52.062176,40.305347,72.900505,76.14109,73.813156,7.021348,7.715032,10.192894,8.139156,9.424944,0.0
55.602177,48.163734,69.08156,72.96304,44.82528,66.78857,42.922127,41.54588,66.59831,74.10195,64.567696,66.9154,64.23738,66.239365,60.456245,58.37335,65.85729,76.642334,69.83397,43.102695,78.0447,72.60171,46.09959,71.83842,48.95518,72.09694,74.887344,69.47333,8.260415,8.907179,10.533261,10.287315,8.311403,0.0
46.9017,51.1534,69.49148,76.26406,37.735645,63.58928,45.52179,32.543262,71.77454,69.59629,56.108173,57.405533,69.25365,71.59975,57.00006,49.10748,75.61782,80.136406,74.4255,55.38476,79.45908,75.32239,52.634857,62.804928,39.926502,72.883804,76.09438,73.678535,7.9702954,10.733232,10.751307,10.579102,9.135497,0.0
56.34695,46.892803,51.642906,58.81062,53.16387,69.26746,43.636417,31.230778,57.243774,59.392933,69.40992,71.502625,69.21546,65.44733,67.49983,48.397594,69.19073,79.97117,76.13249,57.57284,78.77507,64.00304,49.069202,46.84025,40.04785,67.46659,65.953865,70.446205,8.485149,9.941174,8.414549,9.750491,13.453451,0.0
57.595222,57.65148,47.196964,65.076454,63.59198,71.84054,64.39852,38.32282,61.878353,65.10701,74.69923,73.96601,74.26438,65.244644,69.64887,53.076405,71.27577,81.61111,72.07959,57.822723,79.285194,68.18926,62.851418,53.399567,41.6826,52.884544,59.899773,62.356316,10.184392,9.059063,10.519364,11.619097,14.635238,0.0
53.690506,63.681442,46.025932,78.93224,64.45144,73.1384,70.71462,62.984547,73.896324,78.810555,55.707134,56.526463,69.96842,73.213104,68.25747,66.429886,61.275646,82.13085,78.62243,66.74794,79.65404,75.721115,66.207634,74.33084,54.71771,66.9365,76.35766,72.060295,10.244789,6.18319,9.395427,13.980684,9.558612,0.0
51.313892,54.98909,56.25311,64.02621,58.789894,70.97554,44.024338,49.46566,58.642574,65.5496,68.16618,72.664276,70.66524,64.01814,59.21572,57.348614,64.946724,76.896385,68.21516,48.817204,77.84647,59.752625,64.83884,62.07808,47.241383,47.795597,59.88355,50.73547,7.8907275,10.423356,12.287981,8.895382,12.220899,0.0
55.462044,69.07303,55.434254,64.92542,68.538216,66.62703,50.120945,56.60763,48.63021,68.8209,77.02313,74.72744,73.672165,73.519485,70.12535,56.76222,58.42548,67.98185,58.48211,62.38437,48.57358,37.28287,71.163666,71.85053,57.900894,28.59964,32.142746,29.45154,10.206107,12.260719,13.69508,8.315152,7.8093743,0.0
52.92532,35.743668,70.59565,66.72792,50.760056,68.84032,47.810696,33.342365,66.471596,68.26473,63.442265,65.79643,61.7624,65.75458,67.50294,67.57436,76.33136,65.70151,75.98974,46.63787,76.51733,71.06118,37.752743,53.338535,45.789494,72.88538,76.1612,73.99156,12.450665,9.460747,15.138567,11.102956,10.014816,0.0
43.944866,69.055534,76.30024,71.98646,68.39324,69.81764,60.7531,43.5672,68.157486,75.33995,55.691223,63.592155,53.804165,77.04886,53.327988,75.627304,57.90515,63.969707,80.38872,66.43347,71.677795,73.88386,69.77332,74.59551,45.099728,72.93913,76.30156,71.35112,19.604668,9.133797,8.40375,4.085958,9.04357,0.0
51.63315,68.75049,46.795563,60.357895,68.18126,67.26462,54.620266,48.413265,48.966667,66.44875,77.22226,78.22844,76.67609,70.198395,56.00948,61.033154,57.8988,68.17289,77.048325,63.700665,48.67124,37.28123,72.087975,69.36487,51.748737,28.617933,32.162216,29.456509,10.382328,12.67801,7.7898774,7.30767,8.6201,0.0
38.71794,29.410126,76.161385,63.538536,30.345024,41.6045,34.590916,31.437033,70.0071,57.01523,60.924633,64.747185,54.4815,61.56479,78.22104,78.8466,78.786934,63.40739,80.25533,34.731686,78.20498,55.858135,37.585106,47.85309,40.041466,72.94172,74.77141,73.6952,9.556407,14.231269,22.405405,9.778495,15.025678,0.0
52.044468,61.086678,70.2834,71.38918,60.913223,57.567387,62.421913,57.512623,67.533844,66.9867,63.031837,64.92125,65.20817,70.97863,61.06394,59.594025,77.57484,77.94815,77.80374,58.305927,68.12227,68.71613,60.94322,65.84017,54.34861,68.58655,71.313644,66.50633,12.272909,10.613582,10.394219,9.779352,10.822273,0.0
59.523914,53.884502,72.69278,78.93827,63.12568,68.85551,70.522064,68.40939,73.94142,77.73258,56.88995,58.425667,59.781982,74.91934,72.07859,78.54915,65.252205,81.836235,80.25669,71.12703,79.603096,75.7624,66.43216,75.28966,70.14202,72.87624,76.5628,74.17314,9.106139,9.616468,7.417979,6.851503,6.356668,0.0
52.00637,35.667816,48.07707,55.918182,57.789665,71.239784,46.181835,37.241005,52.437023,61.953747,66.22729,72.374596,71.521065,61.018654,66.518394,53.40538,62.497833,78.28569,63.789463,35.724815,77.340706,62.84604,63.31536,54.960136,47.525723,46.323277,59.31852,56.086815,7.473941,14.98533,21.003616,13.849949,17.674122,0.0
63.195774,62.926514,42.026928,75.53368,67.8801,73.63027,67.9941,57.154083,69.06414,78.88631,79.06653,76.95842,78.42384,73.43366,76.93144,50.311947,57.898373,81.78673,58.423733,57.592342,68.50896,75.13897,70.605644,70.96414,44.98608,41.304127,65.65778,42.959538,14.04073,9.310216,6.4742417,8.27433,6.7790666,0.0
41.71665,43.672874,76.66078,73.367935,47.835754,56.050453,40.211323,35.71966,71.62011,70.50888,55.67419,57.971863,54.980087,76.97652,77.654366,63.519253,78.87111,65.73991,80.38126,44.90194,77.69919,75.72519,60.43857,74.44165,42.396404,72.945786,76.56546,74.25593,14.18395,10.636198,17.94504,9.126974,10.379632,0.0
38.594685,29.961666,73.374,69.88474,30.535994,41.52063,34.45294,31.217207,66.355896,60.261818,61.33063,64.54024,58.362377,63.42884,68.3172,75.23219,78.57078,59.128372,77.58541,36.336353,79.31614,53.55922,37.574543,44.931103,39.955135,72.94496,75.6002,73.687836,6.405325,8.784529,8.900658,13.020167,11.777291,0.0
51.482513,47.328857,50.082203,74.8035,40.135056,72.42243,44.41141,31.175697,70.82874,74.11857,67.26854,67.301445,73.65766,71.704384,63.212444,48.477974,70.56735,82.08094,76.29406,51.13589,79.62892,75.61026,57.267426,57.161343,40.52958,72.86111,76.42152,73.72505,11.931972,6.713164,10.610995,9.90949,7.734719,0.0
55.79115,47.530113,72.18734,72.54291,45.005066,54.22115,42.35514,48.091934,63.684544,68.891846,55.835545,56.968052,64.89705,68.33279,55.405052,53.182648,59.80709,71.39757,68.97307,54.026062,73.2187,72.36734,43.90735,67.2077,49.117783,69.95524,68.591515,61.814884,10.0449095,10.297351,9.016134,9.55797,8.63704,0.0
38.52147,29.389036,74.74076,67.00767,30.056759,40.832573,34.193584,31.035202,73.659744,58.633286,63.00719,69.80335,53.48743,63.17318,53.44075,76.013504,77.72594,63.161716,80.388565,34.452984,79.27572,61.565598,37.574543,44.902794,39.715557,72.94578,76.15238,74.13971,5.8117657,10.625293,8.097873,16.40614,10.779588,0.0
38.537525,29.389437,69.07888,53.316517,30.585178,45.230553,34.231335,31.132204,54.3258,54.212017,70.347336,69.85142,61.59673,60.053772,70.57724,47.5862,78.58808,58.54732,75.59184,34.452984,70.04214,49.701416,37.57787,45.030968,39.826897,56.064922,56.86179,60.03335,9.806449,10.277403,17.583248,16.91166,16.101044,0.0
38.8075,69.36983,76.66401,73.12399,68.787094,66.098526,49.05662,58.23184,45.31912,78.06094,55.178783,60.81587,53.48066,63.38878,78.47088,79.14814,78.87145,60.56976,80.38872,72.274704,78.86225,74.69684,76.18161,75.44916,66.86432,28.598583,32.137012,29.451157,0.15664755,27.540392,47.639565,11.304727,15.527899,0.0
51.9687,29.418177,76.62879,73.25561,49.84393,65.89331,59.269222,34.295563,73.22587,70.55713,63.38101,62.85441,62.853325,66.09808,78.367355,76.27987,78.868706,72.10995,80.37749,34.622925,79.45876,75.42524,63.384117,74.8507,41.86714,72.945786,76.56541,74.25599,12.8107195,18.692862,45.76156,11.859713,17.072737,0.0
48.15878,29.393927,68.749664,63.309063,30.85375,48.45693,37.571438,31.08703,66.99735,67.16734,67.95762,67.90359,63.682167,66.48824,76.59484,58.423298,78.82152,77.28857,75.56415,34.452995,73.69339,74.01316,37.986706,62.547153,50.276833,72.94555,76.51082,74.23645,15.034886,14.659798,21.016174,16.394745,17.677404,0.0
55.610294,62.138527,52.401356,66.74517,66.618225,71.50944,61.27768,55.467934,60.125343,68.46433,70.51612,72.75945,73.26332,64.056816,66.106224,66.85897,73.19209,76.64008,67.80925,51.256187,71.84732,63.626343,67.95867,65.09364,55.275898,47.137535,56.148857,52.30582,6.992797,14.665082,38.033928,14.6680975,17.94062,0.0
55.707466,69.04169,69.40277,69.68783,68.72065,75.19413,69.48749,62.486122,54.64939,76.3069,65.04394,74.29808,64.04952,67.388275,76.000305,78.06855,77.98478,71.91088,79.726364,60.872253,61.639084,75.47128,74.479965,72.847984,66.52591,30.038956,34.743202,31.495665,6.632744,15.783835,47.639572,15.552166,17.720684,0.0
62.66072,69.36962,45.37144,71.94458,68.7869,73.944824,62.90844,66.1516,46.384727,77.33875,79.02009,79.23757,75.05945,75.08019,78.063,72.04243,57.898373,77.70636,58.43222,71.40464,48.41835,37.29987,75.71332,74.50059,66.85616,28.59855,32.136513,29.451157,7.8808775,9.726126,6.2443166,5.064609,4.4437346,0.0
38.82855,30.17385,76.63205,69.94777,30.247871,41.91866,35.741844,35.782917,72.68022,61.21719,56.047523,57.387127,53.806347,66.65081,62.215317,77.3145,78.75079,60.358463,80.37343,70.35073,79.45833,74.382416,37.574543,44.994648,40.91284,72.945786,76.56341,74.25252,10.826016,9.121735,12.083948,7.613438,8.213387,0.0
40.977764,30.10766,76.64602,76.94222,30.297277,53.173878,63.09766,61.060455,73.77219,66.970665,55.041782,56.157722,53.61699,70.44397,64.13884,75.69168,78.77482,59.731014,80.387695,72.39709,79.283775,75.68842,38.420498,48.288414,39.86516,72.94576,76.56309,74.25302,10.863143,12.505064,13.892743,3.953693,10.548133,0.0
45.99983,69.28523,62.35943,56.343853,68.612206,70.50093,58.364643,56.163162,45.383602,64.29181,76.5944,77.4866,75.119446,68.83917,73.19056,66.016914,78.87086,68.517876,59.621384,60.689217,48.691895,37.278477,69.43589,64.25233,50.94917,28.59855,32.136536,29.451157,7.6084533,14.096456,16.503122,10.970021,11.75629,0.0
51.244293,51.253094,55.46483,74.44223,50.375866,66.569336,55.5531,48.10287,67.907005,71.126785,55.056965,56.169357,67.91075,69.692955,61.49924,54.10903,70.175964,78.17696,72.00072,52.75631,79.252396,69.94808,63.380276,60.308163,43.60276,57.23807,58.985622,58.09629,9.455573,7.6067395,14.848983,12.170484,11.198686,0.0
38.837997,58.56991,49.956707,54.94386,47.50936,48.69189,35.47589,32.423042,46.16926,54.894043,57.163437,57.387768,54.067318,60.053474,55.64769,61.916744,60.284855,57.350174,80.38413,39.96436,49.48331,37.28032,72.11561,63.635105,44.240005,28.607088,32.174934,29.454935,11.46143,14.65799,10.461822,8.2322855,15.990557,0.0
54.204582,60.33861,44.77526,71.15046,66.42748,62.096443,56.82889,44.426018,72.7409,75.09021,67.65028,64.54592,76.993706,74.03054,53.57475,50.956833,57.898373,78.16436,58.482117,59.38422,48.69849,73.146965,71.50871,75.169846,42.642487,59.641777,52.21725,39.59057,12.507758,11.357525,5.346028,5.972056,6.441396,0.0
52.40206,54.683304,60.527664,67.771255,57.911934,66.98127,44.092457,52.67668,61.21811,67.42359,62.29434,64.1823,62.467033,67.05929,60.51459,56.550156,58.801453,66.85763,63.71684,47.04607,67.47858,63.39319,61.494617,68.88529,54.57761,56.136257,59.40552,52.91277,8.752596,11.120327,12.375828,10.372524,10.950574,0.0
47.965225,69.36896,76.62706,71.94721,68.763214,69.32466,66.63031,58.4852,46.215412,74.42855,55.367584,57.114567,54.423943,76.07284,78.45979,74.72364,78.87146,59.259773,80.38577,69.17473,59.63652,47.05189,75.562256,73.47242,68.40488,28.620752,32.610207,29.455675,9.161524,7.352628,9.67665,7.3244405,10.135282,0.0
62.627502,66.70178,50.210014,76.557434,68.7647,76.83072,72.34137,66.8203,71.0124,76.493484,76.40527,78.4459,76.65151,75.15975,78.00103,74.907936,78.869804,81.79269,72.47646,65.01865,77.65486,75.328835,74.29221,73.6863,51.173775,70.47346,76.11277,73.84841,7.3590803,10.893893,42.10448,12.673774,14.645381,0.0
40.855595,29.389004,51.421753,51.086395,30.057116,42.02607,34.869873,31.690725,57.88852,55.718197,75.81608,73.972855,55.33069,60.80391,56.044136,45.969246,66.89069,68.440094,78.76031,34.452984,56.723904,65.90062,37.939507,45.535805,39.900543,72.63664,58.389156,66.487274,15.102936,10.70718,6.6647496,16.724588,8.867444,0.0
50.54617,48.848103,57.06553,72.51358,44.951244,69.159996,36.9847,34.8074,62.817234,69.86648,68.92891,72.844666,72.08601,67.46158,56.150837,50.100502,63.743683,81.38781,68.72138,44.783913,79.47215,71.81469,64.80501,61.865215,42.89585,65.50215,69.205376,56.474422,6.4721375,8.181866,12.123665,12.468529,9.636943,0.0
58.018017,29.756762,61.260075,58.00483,58.00069,52.42962,45.131035,40.460022,56.941128,61.600323,65.6505,70.08267,66.37773,61.65188,69.32194,59.88068,70.16409,71.68435,73.66365,34.486008,73.21638,60.87882,63.096527,64.40702,62.84072,69.44397,68.14686,68.875206,6.672324,19.522758,47.592632,21.092583,23.609182,0.0
60.621525,46.92602,55.93693,61.899094,64.41669,69.68221,55.82851,38.008305,58.34019,63.465515,69.36052,74.32571,68.07653,60.14883,65.93323,57.851494,67.01969,74.05753,70.0157,44.309002,75.58742,62.993202,61.088654,55.980003,50.02563,62.968544,63.39527,66.2464,9.710479,12.472179,16.13555,12.976761,14.734194,0.0
56.450043,30.96586,55.006485,66.71691,41.951855,66.34237,38.186634,37.768856,63.96345,70.907875,68.256485,68.090034,65.09553,64.6768,62.626274,54.24237,58.412518,76.7247,65.13069,34.535156,71.51673,70.87532,64.26457,62.7392,63.637325,71.3354,69.93675,57.32845,7.4865537,18.183617,47.633526,20.336514,18.660378,0.0
47.669277,50.23625,76.409195,73.21597,33.083565,55.664673,40.980316,31.87963,67.82564,66.30857,55.041794,56.157722,54.42103,74.44013,53.59972,49.302505,77.97528,61.279057,79.84616,45.2324,75.98118,75.68555,49.26406,64.50112,40.084335,72.945175,76.48801,74.15998,11.994807,7.563931,12.461071,7.009669,8.254444,0.0
51.35941,59.05528,44.294704,78.705284,66.639595,76.10881,71.820404,32.516624,73.6606,75.77024,77.123985,73.72147,78.18534,76.92395,78.0211,48.61996,78.871216,82.15478,64.710686,62.6746,79.572784,75.761406,66.22209,68.0174,39.79545,72.91053,76.54682,74.08992,13.360757,8.118032,10.5969925,9.791509,11.349036,0.0
58.062275,44.74647,64.77626,68.54527,43.3762,62.39967,50.28385,35.24645,62.726753,66.90611,55.041805,56.157745,62.962696,68.11785,64.84506,53.004005,70.23251,62.036972,76.67467,47.741238,78.61348,61.45468,48.78085,51.988655,41.87759,67.48136,53.3289,64.78992,10.438034,8.787859,18.108133,10.889595,13.198791,0.0
56.10765,64.85073,43.95116,70.2551,67.22266,74.55704,69.09374,39.691956,66.40193,68.261246,78.68525,77.704575,78.30158,72.99924,77.51101,52.09301,78.8541,81.8542,58.723507,61.055004,75.63209,72.24499,70.19044,58.558113,41.094967,49.009605,63.689278,56.423527,10.464372,11.095189,8.696098,10.393187,12.498409,0.0
54.152023,55.424644,42.764366,76.750984,56.794186,74.83153,65.319626,31.616604,72.05824,74.37349,74.97328,71.529076,77.42077,69.12142,74.47203,46.83819,74.35517,82.158104,76.159775,59.758053,79.655716,75.31058,66.29806,56.345894,39.95042,68.06725,74.407364,69.98473,12.06806,6.064549,11.104225,10.93407,10.858707,0.0
39.29552,29.389004,48.54531,53.72585,30.106653,42.43679,34.474953,31.626032,63.18399,61.66603,59.047432,63.743484,57.952686,63.62075,72.05605,46.2339,78.670456,75.26362,64.70123,34.452984,65.238075,68.19271,61.648922,52.369404,70.93826,72.610634,67.98898,69.12939,4.6043186,28.078733,47.639584,28.262962,28.184874,0.0
54.643867,61.898922,54.058727,66.774315,64.681946,68.731415,63.40741,52.995876,60.37665,63.75217,75.84136,73.15873,76.56294,66.0396,69.907265,53.112183,78.646126,79.629776,60.360916,56.31746,67.04779,63.184685,65.29845,57.327747,42.062496,55.161026,51.777378,50.32388,8.473039,9.880479,8.868929,10.404285,12.542485,0.0
